date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,wnvpresent,nummosquitos,year,month,day,station,stn_distance,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,tmax_wk1,tmin_wk1,tavg_wk1,dewpoint_wk1,wetbulb_wk1,heat_wk1,cool_wk1,preciptotal_wk1,cs_dz,cs_tsra,cs_ts,cs_br,cs_vcts,cs_fg,cs_hz,cs_ra,cs_na,s_cpr,s_cr,s_cp,loc
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,1,2007,5,29,2.0,12.5335,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3655.0950520457163
2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,1,2007,5,29,2.0,12.5335,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3655.0950520457163
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,2007,5,29,2.0,8.6243,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,-3658.9510919380637
2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,5,2007,5,29,2.0,8.6243,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3658.9510919380637
2007-05-29,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,0,1,2007,5,29,2.0,14.2128,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3671.944625710938
2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,0,1,2007,5,29,2.0,10.3393,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3657.881107191728
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,1,2007,5,29,2.0,16.4978,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3670.14689901656
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,2,2007,5,29,2.0,16.4978,88,65,77.0,10.0,59,66.0,0.0,12.0,421.0,1917.0,BR HZ,0.0,29.44,30.09,5.8,16,7.4,87.0,60.0,74.0,44.0,58.0,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3670.14689901656
2007-05-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,2007,5,29,1.0,11.8011,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,87.0,55.0,71.0,46.0,58.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3683.66335909779
2007-05-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,1,2007,5,29,1.0,11.8011,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,87.0,55.0,71.0,46.0,58.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3683.66335909779
2007-05-29,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,0,1,2007,5,29,1.0,13.5342,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,87.0,55.0,71.0,46.0,58.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3685.870081681489
2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,0,1,2007,5,29,1.0,11.3685,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,87.0,55.0,71.0,46.0,58.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3687.3381000454647
2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,0,1,2007,5,29,1.0,20.4217,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,87.0,55.0,71.0,46.0,58.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3684.4146958136694
2007-05-29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,1,2007,5,29,1.0,9.2424,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,87.0,55.0,71.0,46.0,58.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3686.3664752962677
2007-05-29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,0,4,2007,5,29,1.0,9.2424,88,60,74.0,10.0,58,65.0,0.0,9.0,421.0,1917.0,BR HZ,0.0,29.39,30.11,5.8,18,6.5,87.0,55.0,71.0,46.0,58.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3686.3664752962677
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,2,2007,6,5,2.0,12.1271,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,-3669.828862864192
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,1,2007,6,5,2.0,12.1271,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3669.828862864192
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,0,1,2007,6,5,2.0,12.1271,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3669.828862864192
2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869215999999994,-87.627561,8,0,1,2007,6,5,2.0,13.8583,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3668.8972790621756
2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,0,2,2007,6,5,2.0,14.6551,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3672.428318647424
2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,0,3,2007,6,5,2.0,14.0575,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3675.272120998978
2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,0,3,2007,6,5,2.0,13.5506,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3677.85205537347
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,2007,6,5,2.0,16.6649,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,-3675.1180599279996
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,2007,6,5,2.0,16.6649,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3675.1180599279996
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,2,2007,6,5,2.0,16.6649,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3675.1180599279996
2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,2,2007,6,5,2.0,10.1699,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3657.500444859872
2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,21, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918704999999996,-87.752329,8,0,1,2007,6,5,2.0,14.7608,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3678.4639924139447
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,1,2007,6,5,2.0,15.5841,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3676.0857221518368
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,0,1,2007,6,5,2.0,15.5841,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3676.0857221518368
2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,3,2007,6,5,2.0,18.0947,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3673.7092002470254
2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,4,2007,6,5,2.0,12.5335,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3655.0950520457163
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,2007,6,5,2.0,8.6243,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,-3658.9510919380637
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,2007,6,5,2.0,8.6243,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3658.9510919380637
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,1,2007,6,5,2.0,8.6243,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3658.9510919380637
2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,1,2007,6,5,2.0,7.3089,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3670.581906062775
2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,0,1,2007,6,5,2.0,14.2128,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3671.944625710938
2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,1,2007,6,5,2.0,16.8088,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3677.449549854998
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,3,2007,6,5,2.0,12.0692,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3655.8952151661506
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,8,2007,6,5,2.0,12.0692,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3655.8952151661506
2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,0,1,2007,6,5,2.0,18.7547,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3678.9353624123096
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,1,2007,6,5,2.0,13.9772,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,-3654.7838466405115
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,2,2007,6,5,2.0,13.9772,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3654.7838466405115
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,4,2007,6,5,2.0,13.9772,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,-3654.7838466405115
2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,0,1,2007,6,5,2.0,1.9667,63,51,57.0,-9.0,47,52.0,8.0,0.0,417.0,1923.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,88.0,65.0,77.0,59.0,66.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,-3668.642258397168
